,game,date,metacritic_score,review,thumbs_ups,total_thumbs
106,Psychonauts 2,"Oct 22, 2021",7,"<span class=""blurb blurb_expanded"">My main problem with P2 stems from the underlying sense of cynicism and bleakness which pervades the characters and world. Sure there's the kooky off-hand humour (which sometimes but not always hits the mark), but too many characters are introduced, and I didn't really find any of them particularly likeable. Some of the levels are overly dark too (vomiting hand puppets).
<br/>
<br/>It feels like many of the level premises and layouts were just cobbled together during brain-storming sessions where someone eventually said ""Yeah, that'll do"". Add this sense of listlessness to the ""collect-em-up"" structure, and the game feels like it lacks structure or drive. Many recent games are guilty of having too many collectibles and objectives to keep you playing longer instead of engaging with the actual gameplay, and this is an action platformer so it's expected, but still, there are LOTS of things to collect in this game and they artificially extend the play time vastly - More chore than fun. Some of the levels feel original, but many are almost re-skinned versions of others.
<br/>
<br/>For a game where you go into people's minds and literally anything is possible, it seems like there aren't many new ideas here, gameplay-wise. There's a decided lack of mini games (bowling alley with no real bowling, for example) too. It's a shame, really, as I remember enjoying the first, and these single-player platformers can be excellent with a decent story and tight controls, but this seems to be a bit washed out and convoluted. Some invisible walls too and awkward movements, although some of the powers you get are cool. The graphics are fine and the voices and sound are good too.
<br/>
<br/>Hopefully if there's another, more time will be spent on original concepts for gameplay and levels rather than packing in too many things to collect and needlessly repetitive brains - There's not much point making things look funky and interesting without having varied and fun gameplay to back it up.</span>",1,2
107,Psychonauts 2,"Sep  2, 2021",10,<span>Brutal! Obra maestra gracias Xbox Studio! Los que votan negativos son enfermos sony mentales</span>,1,2
108,Psychonauts 2,"Sep 29, 2021",8,<span>A true and genuine sequel. It's a must play if you've enjoyed the first game.</span>,1,2
109,Psychonauts 2,"Sep  9, 2021",8,"<span>Great platforming game I suggest it for all who loved that kind of game,it's really good</span>",1,2
110,Psychonauts 2,"Sep  1, 2021",10,<span>One of the best games of the last couple of years. It plays like a fever dream I did not want to wake up from. The writing is delightful and the level design consistently amazing. Sure the combat is a little clunky and simplistic but everything else makes up for that in every regard.</span>,1,2
111,Psychonauts 2,"Sep 13, 2021",9,<span>Psychonauts 2 is a masterpiece :) i love psychedelic games and this game is full of sympathic  characters and wonderfull worlds out of mind... i get fat laugh kicks....the only critic i have is the boss fight in cooking area..... but still wonderfull game.... see how long we will wait for the next one</span>,1,2
112,Psychonauts 2,"Aug 30, 2021",8,"<span class=""blurb blurb_expanded"">Pontos positivos:
<br/>
<br/>- Jogo muito bem otimizado e polido, bugs praticamente inexistentes.
<br/>- História boa e envolvente
<br/>- Criação de cenário excelente, especialmente os mundos mentais que representam muito bem a personalidade, gostos e a vida de cada pessoa dentro do jogo.
<br/>- Combate bom com várias habilidades disponíveis para usar e melhorar.
<br/>- Boa interação com cenário principalmente em momentos de combate.
<br/>- Boa exploração de Mundo Aberto.
<br/>- Trilha sonora bem feita
<br/>- ""Boss Fights"" muito bem feitas.
<br/>- A dublagem dos personagens é excelente e as vozes se encaixam perfeitamente em cada personagem.
<br/>
<br/>Pontos negativos:
<br/>
<br/>- Graficamente o jogo é ultrapassado (apesar de ""cartoon""), principalmente os personagens.
<br/>- Não tem a opção de escolher níveis de dificuldade.
<br/>- Telas de ""loading"" em diversos momentos (apesar de não serem demoradas, é algo que atualmente é sempre um ponto negativo).
<br/>- Diálogos repetidos com NPCS.
<br/>- Expressões faciais não muito bem feitas.
<br/>
<br/>Notas:
<br/>
<br/>- História: 8
<br/>- Combate: 8
<br/>- Trilha Sonora: 8
<br/>- Exploração: 7
<br/>- Gráfico: 5
<br/>- Inteligência Artificial: 6
<br/>- Criação de cenário: 8
<br/>- Polimento: 9
<br/>- Dublagem: 9
<br/>- Qualidade da animação: 8
<br/>
<br/>Nota Final: 8.0
<br/>
<br/>Considerações finais:
<br/>
<br/>- Eu não estava esperando muito desse jogo e fui positivamente surpreendido. O jogo é bom em muitos aspectos e ruim em alguns. Com certeza vale a pena experimentar através do Xbox Game Pass.</span>",1,2
113,Psychonauts 2,"Sep 10, 2021",10,"<span class=""blurb blurb_expanded"">Мне интересно посмотреть в глаза людям, которые жалуются на отсутствие русской озвучки. 21 век, пора выучить уже английский. Это небольшая инди студия, которая переносила свою игру в течении 7 лет и вы так к ней отнеслись! Игра шедевральна, 10/10.</span>",1,2
114,Psychonauts 2,"Sep  6, 2021",10,"<span>Best platformer in this century :D Just beautiful, fun gameplay, extra characters. Must have!</span>",1,2
115,Psychonauts 2,"Oct 31, 2021",9,"<span>Excellent level design, interesting characters, and a well-written story with a surprising amount of heart.</span>",1,2
116,Psychonauts 2,"Aug 27, 2021",10,<span>Improves on what was already a fantastic game. It brings back what the video game industry has been lacking for a decade.</span>,1,2
117,Psychonauts 2,"Aug 29, 2021",10,"<span>From honest PS fan Psychonauts 2 is better than Ratchet &amp; Clank.
<br/>Psychonauts 2 have better story and better gameplay</span>",1,2
118,Psychonauts 2,"Aug 27, 2021",10,"<span>Muito bom, fodastico e lindo. Goty com toda certeza, melhor jogo da história</span>",1,2
119,Psychonauts 2,"Jan 10, 2022",5,"<span>Tons of hidden anti-Russian propaganda: Gzar Theodore Malik is obviously Nicholas II of Russia. Grulovians look alike pre-soviet Russians. Of course there is war, huge casualties and heroic western-alike opposition)</span>",1,2
120,Psychonauts 2,"Aug 26, 2021",10,"<span>Loving the game so far, atmosphere,music, gameplay,story line and it has some really fun parts with real creative design.</span>",9,20
121,Psychonauts 2,"Aug 27, 2021",10,<span>It's a cool game but it doesn't fit in the gaming industry currently. We need more games like fortnite and cod.</span>,4,9
122,Psychonauts 2,"Aug 26, 2021",8,"<span class=""blurb blurb_expanded"">PLEASE SONY FANS, DON'T DO REVIEW BOMBING, I HAVEN'T PLAYED IT YET BUT I WANTED TO TELL YOU SOMETHING, IT'S ANNOYING THAT YOU GUYS DO THIS, BECAUSE IT'S NOT FAIR, IT'S AN IDIOTIC JUSTIFICATION TO SAY THAT A GAME IS BAD JUST BECAUSE IT'S FROM A DEVELOPMENT STUDIO WHICH XBOX OWNS, IT'S SILLY GOODBYE, EVERY CONSOLE OR COMPANY HAS GOOD GAMES,  NOT BECAUSE IT IS FROM A BRAND, THESE MUST BE BAD BECAUSE YES, REMEMBER HOW THEY FELT OR FEEL WHEN THEY SEE THAT A PLAY TITLE DOES THE SAME TO THEM.<br/>IT IS AN INJUSTICE TO ANY GAME, BESIDES MOST OF YOU HAVE NOT EVEN PLAYED THE GAME, PLEASE, DO NOT DO THIS, I SAY THIS FOR EVERYONE, STOP THE SONYERS, XBOXERS AND NINTENDEROS, BY GOD, WE ARE BROTHERS, WE ARE A COMMUNITY THAT MUST BE UNITED, YOU AND EVERYONE DO NOT GAIN ANYTHING BY GIVING A BAD RATING TO A GAME, PLEASE DO NOT BE SILLY, THANKS TO THOSE WHO UNDERSTAND</span>",7,17
123,Psychonauts 2,"Aug 26, 2021",10,"<span>Es realmente un excelente juego, cada uno de los mundos son extremadamente originales, el gameplay es algo fácil, pero los acertijos y la gran variedad de tipos de juegos, aunado al gran humor y la gran inteligencia con la que toca temas complicados, hacen que te diviertas a montones.</span>",3,8
124,Psychonauts 2,"Aug 26, 2021",10,"<span>Un juego demasiado entretenido, llevo un par de horas y la locura de los stage es genial. Lo estoy disfrutando demasiado. La música que lo acompaña hace recordar a los tiempos de rare en n64.</span>",1,3
125,Psychonauts 2,"Aug 26, 2021",10,"<span>Великолепная игра.
<br/>Именно этого я и ждал все эти 16 лет в Азкабане!</span>",1,3
126,Psychonauts 2,"Aug 27, 2021",10,<span>this game is amazing. Don't be stupid ponies with your review bombing! Stop doing this!</span>,1,3
127,Psychonauts 2,"Sep 22, 2021",9,<span>Amazing game story is bit weird and some levels get kinda dragged on but other than that amazing platformer</span>,1,3
128,Psychonauts 2,"Sep 29, 2021",9,<span>This is a great early 2000's platformer with a modern coat of paint.  Good story with excellent characters.</span>,1,3
129,Psychonauts 2,"Aug 28, 2021",0,<span>Где Русский язык? 3 язык в стиме. Полное не уважение игроков и аудитории.</span>,11,38
130,Psychonauts 2,"Aug 26, 2021",10,"<span class=""blurb blurb_expanded"">Una imaginación desbordante tanto en el diseño de niveles (con una dificultad bien ajustada) como en la parte artística es donde más se han lucido, hace mucho tiempo que no veía un juego que tuviera tanto carisma. Por otro lado como algo negativo es la poca variedad de enemigos y lo poco interesantes que son. Pero por lo demás es un excelente juego, y encima lo he podido disfrutar en game pass.</span>",2,7
131,Psychonauts 2,"Aug 28, 2021",0,<span>Хочу играть и понимать что происходит. Пока нет даже текста. Ловите пожалуйста 0</span>,11,39
132,Psychonauts 2,"Aug 29, 2021",0,"<span>i like 1st one more
<br/>its still fun game and deserve good meta
<br/>but after 1 or 2 hours it is kinda boring for me</span>",7,25
133,Psychonauts 2,"Sep 14, 2021",0,<span>Отсутствие русского языка при издателе microsoft - это огромный плевок в сторону фанатов.</span>,5,18
134,Psychonauts 2,"Aug 26, 2021",1,"<span>I put 1 simply because there is no Russian language.  I am not asking for localization, at least they would give subtitles.  This contradicts Phil's words about ""game accessibility.""In the world, Russian is spoken by 300 million people, and I consider this disrespect for my audience. When they add subtitles I will change the grade</span>",14,51
135,Psychonauts 2,"Aug 29, 2021",10,"<span>I really wanted to love this, but I can't play it.
<br/>Mouse controls are deeply flawed. They're not 1:1 - what I mean is, they have a certain sensitivity when you're moving the mouse in an angle in front of Raz, but if you move more the sensitivity gradually decrease and you need a bigger movement (ie doing a 360°).</span>",7,27
136,Psychonauts 2,"Aug 26, 2021",0,<span>such a boring game.  this game is outdated. how can you make a game like this in 2021</span>,13,51
137,Psychonauts 2,"Aug 29, 2021",10,"<span>За 15 лет не смогли выучить английский язык. Ну и ну, в игру не играл но решил поддержать оценкой, а то гусей неграмотных поналетело.</span>",1,4
138,Psychonauts 2,"Aug 26, 2021",5,"<span class=""blurb blurb_expanded"">The game is quite disappointing, the other interns are extremely annoying and antagonistic to the player for no reason. These kids feel one dimensional, extremely forgettable (except for maybe Sam Boole). Compared to the first game in which the kids were interesting had good character development (Maloof getting bullied, later on making friends with the Russian kid and fighting back, Clem and Crystal seeming extremely cheerful but trying to drink poison to kill themselves if you stumble on them while exploring).
<br/>
<br/>The music in the game is forgettable and generic (Grulovia track is good). Psychonauts 1 whispering rock music, lodge music, night music is incredibly atmospheric and makes you feel immersed in the world. In Psychonauts 2 the music in the Quarry area is painful to listen to while looking for collectibles and makes you want to turn audio off.
<br/>
<br/>There are also several annoying bugs like Raz hanging animation on swings and not being able to collect certain emotional baggage in the Compton level. Overall the game does not have the feeling Schafer managed to create in the first game, the feeling that there is something more to the world and the characters, a certain level of mystery and depth that just isn't present in Psychonauts 2. I rate the game 5/10 as the graphics are nice and the gameplay is good, but the difficulty is a joke, the in-game economy is easily broken, the story is lackluster and feels like a generic Marvel movie. If you enjoyed Psychonauts 1 and want something simmilar I wouldn't bother with this.</span>",1,4
139,Psychonauts 2,"Nov  4, 2021",1,"<span class=""blurb blurb_expanded"">Overrated trash oriented mostly for 12 year old kids in mind. I can't understand how this clunky and cartoony piece of trash is getting praised by professional reviews like it's a next gen game their reviews are very suspicious. This game should have been released back in 2008 maybe at that time this would be considered as a decent title but for a 2021 title it's a HUGE NO from graphics to gameplay it is extremely dated repetitive and looks old</span>",13,53
140,Psychonauts 2,"Aug 28, 2021",0,"<span>I love this game, but it does not even have sutiters for my language (Russian), I’m bad in English, but I love this series very much, I put 0 and promise to remove it when the Russian language appears in the game and it’s better with voice acting, but knowing foreign developers, it’s not true.</span>",6,26
141,Psychonauts 2,"Aug 29, 2021",0,"<span>Boring and generic. If your one of the majority that played the first game and was baffled as to why the game was getting high scores, you will get de ja vu from this sequel.</span>",6,27
142,Psychonauts 2,"Aug 26, 2021",1,"<span class=""blurb blurb_expanded"">Jogo horrívell , feio demais , história horrível , gameplay horrível .<br/>Falaram que era uma maravilha , mas na verdade e um lixo</span>",6,29
143,Psychonauts 2,"Aug 27, 2021",0,<span>Game has a lot of issues with texture pop ins and constant crashes which need to be addressed</span>,4,20
144,Psychonauts 2,"Sep  9, 2021",1,"<span>Кол вам за отсутствие русских сабов, очень плохо Doesnt have russian language</span>",3,15
145,Psychonauts 2,"Aug 29, 2021",0,"<span>Juego aburrido y sin sentido. Parece un juego de PS2, con gráficos pobres y físicas mediocres.<br/><br/>Han intentado hacer un juego para pelear contra Ratchet and clank Rift Apart y lo que han hecho no le llega a Ratchet ni a la suela de los zapatos en ningún aspecto. Juego lamentable.</span>",3,15
146,Psychonauts 2,"Aug 26, 2021",10,<span>Will give a well deserved rate to this game because it is trully a masterpiece.</span>,1,5
147,Psychonauts 2,"Aug 28, 2021",10,"<span>Игра отличная, и так как я не ретард, я не стану ставить отличной игре 0 баллов из-за отсутствия русского языка.</span>",1,5
148,Psychonauts 2,"Aug 26, 2021",10,<span>You need to play the game to write a review _ only bad point is there is only one voice language</span>,1,5
149,Psychonauts 2,"Aug 26, 2021",10,<span>Es divertidísimo hace mucho que no disfrutaba un juego tanto como esté recomendadisimo</span>,1,5
150,Psychonauts 2,"Aug 27, 2021",10,<span>97% recommended on Steam 4.8/5 on Microsoft Store<br/>Please don't believe this ****</span>,1,5
151,Psychonauts 2,"Oct 17, 2021",0,"<span>Outdated graphics, the control is just ok, boring generally.
<br/>I like platform games but this one no...</span>",2,11
152,Psychonauts 2,"Oct  6, 2021",0,"<span>Ungodly amount of unnecessary, uneventful and disruptive cutscenes. Making the game flow terrible and insufferable. Wasted potential, shame.</span>",2,11
153,Psychonauts 2,"Aug 27, 2021",10,<span>Playstation players are review bombing this game. This game is a really fun experience and worth a 9.5 score. SEE THE CRITICS AND NOT THE USER SCORE</span>,2,12
154,Psychonauts 2,"Aug 28, 2021",10,"<span>Bom jogo, postando 5 para ajudar o game e tirar esses bostinhas de sonysta tentando arruinar a pontuação</span>",1,7
155,Psychonauts 2,"Oct 10, 2021",0,"<span class=""blurb blurb_expanded"">If it was only the puzzle ""brain"" sections of the game, this review would be 10/10. As it is, the bones of the game are extremely strong, but the sinews leave a bit to be desired. If you think of think of the open world between puzzles are a map screen, it's okay I guess, but a little more work than is necessary to get around. There are also collectables shoehorned in which the game really wouldn't suffer without, but this is pretty common for anything within the last 15 years. All in all, if you have XBox game pass on PC, it's well worth your time. If you have to buy outright, I'd wait for a modest sale. It's probably worth a good $45. That said, it's refreshing to play a platform/puzzle game with a relatively big budget on a modern machine. Of course there are plenty of small indie games in this genre. However, the top tier fare is typically some variation of fight/shoot/open world — which can get pretty old — or multiplayer — which doesn't particularly interest me as I have a full-time job and don't enjoy being pwned for 13 year-olds with lots of free time.</span>",1,8
156,Psychonauts 2,"Oct 25, 2021",0,<span>Most importantly: no Russian localization (Нет русской локализации)</span>,1,13
157,Psychonauts 2,"Jan 18, 2022",2,"<span>This has to be the worst platforming I've experienced in over 10 years. Just sloppy, not game mechanics. Feels like a game from 3 console generations ago. I made it about 30-60 minutes in before giving up, the story seemed fun and zany.</span>",0,1
158,Psychonauts 2,"Sep 20, 2021",9,"<span class=""blurb blurb_expanded"">No lo tenia pensado jugar, ni comprarlo, pero ya que todo el mundo hablaba de el y lo tenia en el Game Pass pues lo aproveche. ¡Y vaya sorpresa! Graficamente puede parecer un poco obsoleto pero no necesita mas, es genial como es. Los escenarios son geniales, enormes, tremendamente variados y divertidos. Los personajes se hacen de querer incluso si no jugaste a la primera parte. La historia tiene peso y esta basante bien. Horas y horas de diversion . Muy recomendable sobre todo para amantes del genero.</span>",0,1
159,Psychonauts 2,"Aug 27, 2021",10,<span>This is simply a great game! Sad people have to review bomb it for no apparent reason! Metacritic NEED to have a better system to avoid this! The real score is what the critics score is!!!</span>,0,2
160,Psychonauts 2,"Sep 11, 2021",5,"<span>Jogo multi plataforma padrão game pass, tem alguns momentos divertidos.
<br/>Se não tiver nada para jogar.
<br/>
<br/>Não tem com dar uma nota maior que 6, neste caso fanboy detectado.
<br/>Também não tem como ser menor de 4</span>",0,1
161,Psychonauts 2,"Aug 28, 2021",10,<span>game is fantastic has some glitches on UI but apart that it is best games comes out this year lately.</span>,0,2
162,Psychonauts 2,"Aug 30, 2021",5,<span>игра такая себе и за отсуцтвие русского интерфейса но игру спасает графика если было русский суптитры а про озвучку можно и забить и покупали бы игру но я поставлю нетральную оценку и за графики и уважаю чужие работу</span>,0,3
163,Psychonauts 2,"Sep 26, 2021",10,"<span>Insanly polished game that respects my time.
<br/>
<br/>so sad about the review bombing
<br/>
<br/>expect a great time and fun platform, no need to play the first game either.</span>",0,1
164,Psychonauts 2,"Aug 27, 2021",10,"<span>Un juego imprescindible para este 2021, es increíble su apartado de niveles y la creatividad que obtiene es hermoso.</span>",0,1
165,Psychonauts 2,"Aug 28, 2021",5,"<span class=""blurb blurb_expanded"">Attention! This review will contain spoilers and discussion of plot clippings. Also, I will not discuss the absence of the Russian language and graphics, because even the first part of the Russian language was officially absent, only from the publisher in the CIS space ""Buka"". Changing and improving graphics is a natural process.
<br/>
<br/>And now, let's start with the main advantages - the style, compared to Psychonauts 1, although it has become better, is still recognizable. The gameplay is interesting at first, Double fine fixed its mistakes from the previous game. Combat from simple blows and shield, or psi - blaster and invisibility has become more varied. Now there is a wide variety of enemies that, in order to effectively deal damage, you need to constantly change abilities, for the judge - telekinesis and psi - a blaster, for a panic attack - a time bubble and mental connection, and so on.
<br/>
<br/>The most memorable minds are the TV show ""Ram It Up!"" and that colorful world of sensations.
<br/>
<br/>But now - cons
<br/>
<br/>Plot: nothing more than an attempt to copy the story of the first part, just with unnecessary complication. It turned out badly, because after passing the game there are many questions, and the most important ones are what kind of kingdom of Grulovia is and how can the Middle Ages and high technologies be located at the same time? What was the relationship between Lucy and Ford for? To justify Ford hiding Lucy's bad memories and introducing Raz's dad-to-be? Is this such a lead to the fact that Raz is actually Ford's grandson?
<br/>Why do we need Nick? Indeed, in fact, at the end of the game, he simply disappears. It doesn't just fall somewhere, it just disappears. Moreover, he is nothing more than a complicated version of Dr. Loboto, only he was obsessed with teeth, and this one - on expensive eggs (to be more precise, on caviar) and desires to restore Grulovia with the help of Margulias. Most likely, the developers were too lazy to create a villain for the next game, and therefore they made it so that at the end Nick just disappeared. Or, they didn't have enough time (6 years were not enough for them! What a disgusting thing! It is time for them to reorganize the development team if this happens) to finish this character.
<br/>Anyway, there is a feeling that the characters, their relationships and the last levels after the restoration of Ford were done as quickly as possible, but about the levels later.
<br/>Interns are just blanks that at the beginning did not recognize us, and at the end - abruptly, without dialogue, our best friends. The relationship between the main 6 psychonauts is more or less. Except for Bob Zanotto and Helmut Fullbier's relationship. They serve nothing more than a useless agenda, and the reason why they got married was because Bob liked his singing.
<br/>
<br/>Levels: All the levels that come after the restoration of Ford are boring and not memorable, contains no collisions in some places and look faded. That's all.
<br/>
<br/>Abilities: Removed shield, invisibility, and confusion grenades. Nerfed levitation, changed pyrokinesis. Of the new abilities, only the time bubble is interesting, it is used in platforming and in combat. Mental connection as puzzles is used only once - in the second consciousness. The rest of the times are for collecting items, fighting and moving. Mental projection is a thing for puzzles and lulz, at least it's cute.
<br/>
<br/>collectibles: Safes with memories have become unnecessary, because the characters themselves tell the information from them. In the first game, we were told, using safes, the backstory of those whose brains we visited, and also (if we collected all the emotional baggage) - the creation of these characters as sketches. By the way, about the emotional baggage - in the second part he gives only - just a rank for the complete collection. half - a - drain replacement of brain cans.
<br/>
<br/>Bosses are scripts that repeat three times. Wait for the enemy to stop attacking you and let the script execute. Regular battles are only for mini bosses, when, as in the first part, half of the bosses had to be beaten yourself.
<br/>
<br/>Bottom line: the first half was interesting to play, but then everything starts to go wrong. the night I finished the game, I was lying on the couch, my head was splitting and I was angry. thank goodness i got this game at game pass and i didn't pay 60 dollars.
<br/>
<br/>only for the first half I bet 5/10</span>",0,2
166,Psychonauts 2,"Aug 28, 2021",10,"<span>O jogo é muito divertido e tem uma vibe de jogos clássicos mas isso não deixa ele ruim, pelo contrário, o fator nostalgia junto com o jogo deixa ele perfeito, fora a diversidade de fases, personagens, inimigos, diálogos, habilidades, é o melhor jogo de plataforma que já joguei</span>",0,1
167,Psychonauts 2,"Aug 30, 2021",10,"<span class=""blurb blurb_expanded"">Как же вы задолбали! Хватит ныть насчет руского языка. Разработчики не обязаны вам ничем. Да есть моменты с неизвестными словами но нестолько чтобы совсем ничего не понять. Китайского, индийского тоже нету но что-то я не вижу много негативных комментов про это только наши. Видети ли мы самые звезданутые подавайте нам все, нам и только нам. Народ вы в норме? Тем более это не разработчик решает а Microsoft и они посчитали что игра не стоит свечь и не выделили бюджет на другие переводы кроме как стандартных. И сейчас когда вы засираете игру они тем более не виделять деньги на перевод посчитав этот проект провальным.
<br/>
<br/>ps - В нынешнем мире не жить без английского так что идите и доучивайтесь а не в игры играйте, в вечернюю школу ВПЕРЕД !</span>",0,1
168,Psychonauts 2,"Aug 30, 2021",9,"<span class=""blurb blurb_expanded"">Игра реально хороша в геймплее и в сюжете, но не без косяков разумеется! Может и без русской локализации, но ребят, я помню другие игры, которые тоже были без русской локализации! Вспомним тот самый Geometry Dash, вы сразу скажете, ""что это плохая игра и никому она нафиг не нужна, она без русской локализации!"" Вы реально глуповаты? Или Friday Night Funkin'-тоже без русской локализации, но есть моды, которые можно скачать с Gamebanana. Самая старая игра от PopCap Zuma-тоже без русской локализации. Я уже не говорю про лицензионные диски на старых консолях (PS1, PS2, XBOX, GameCube), они тоже без русской локализации, но кто делает русскую локализацию, правильно, наши русские пираты! В итоге получается, что рассуждать локализацию-это глупо, просто глупо! Ладно в первой части есть русская локализация, но в Стиме она попросту нету, и что в этом поможет, правильно, самим скачать эту локализацию! Приведём пример, Spyro: Reignited Trilogy-без русской локализации, но её можно скачать (кстати, MechanicsVоiceOver показали трейлер русской озвучки), Crash Bandicoot: N.Sane Trilogy-тоже без русской локализации, но также можно скачать, все части Jacbox Party Pack-тоже самое (каждую локализацию по вкусу добавляете)! Так что ребят, если не будет русской локализации, то будем ждать релиз либо от этих людей (я об MechanicsVoiceOver), либо если вы мечтаете также делать русскую локалицию, то можете это делать самим, собрать людей для озвучки, программировать, а ваши бомбинги, оставленные вами не идёт ни в какие ворота! ЗРЯ вы наехали на игру, которая она без русской локализации, и наверное у вас мнение немного поменяется, да и оценки тоже!</span>",0,1
169,Psychonauts 2,"Aug 31, 2021",10,"<span>Тупая русня не может в английский и топит великолепную игру негативными оценками, hahaha pathetic<br/><br/>Instant freaking classics</span>",0,1
170,Psychonauts 2,"Sep  4, 2021",10,"<span>Really great game, love the jokes. Locations like campus gives me a lot of nostalgia. Dev's team worked well, also a story continued pretty well. 10+</span>",0,1
171,Psychonauts 2,"Sep 20, 2021",10,"<span class=""blurb blurb_expanded"">Psychonauts 2 brings some plot resolution to the series, but the vehicle is an incredibly disappointingly clunky story that feels too short to give anything close to satisfaction. The writing seems to come from a school of first introducing a character and then immediately solving all of their problems. There is little-to-no room for any relationships or character arcs to develop. Would I play Psychonauts 3, no matter how much it costs? Yes, absolutely. But let's be clear: Psychonauts 2 is a regression in storytelling (the first was much, MUCH stronger) and a lateral move in terms of gameplay (at best). Really, the gameplay and platforming is so old that it drags down an otherwise positive (if deeply disappointing) experience.</span>",0,2
172,Psychonauts 2,"Sep 28, 2021",10,"<span>Что может быть лучше, безумнее и атмосфернее чем psychonauts? Конечно, psychonauts 2!. Печалит, что не нашлось денежек для локализации игры, но с руссификатором от наших друзей фанатов игра заиграла полными красками.</span>",0,1
173,Psychonauts 2,"Oct 24, 2021",9,"<span class=""blurb blurb_expanded"">Потрясающая игра как и первая часть столь же интересная, потрясающий юмор. Картинка выросла в разы и от того получила еще больше шарма. Отсутствие русского, конечно, немного негативит, но не считаю это проблемой играл с английским все отлично!</span>",0,2
174,Psychonauts 2,"Dec  9, 2021",10,"<span>Amazing game with a lot of old mechanics in platform games that are not very common today, also the creativity in level design is amazing.</span>",0,1
175,Psychonauts 2,"Jan 23, 2022",0,"<span>We need a full-fledged Russian localization. Not these subtitles. The price of a subscription in Russia costs a lot of money, and the attitude towards users as people of the lower race.</span>",0,6
176,Psychonauts 2,"Jan 26, 2022",0,<span>турпое ***** тупого *****. Коротко последственый сиквел</span>,0,2
177,Psychonauts 2,"Feb 14, 2022",8,"<span class=""blurb blurb_expanded"">Psychonauts 2 is the very, very long awaited sequel to Psychonauts, a game about a kid who ran away from the circus to go to a psychic summer camp. It was a quirky 3D platformer of the kind that existed back in the day, but which pretty much disappeared.
<br/>
<br/>Come 15+ years later, Psychonauts 2 was one of maybe two (if you’re generous) 3D platformers to come out in 2021. How times have changed.
<br/>
<br/>Set immediately after the first game and the VR-only Rhombus of Ruin (which isn’t necessary to play, as the game does a recap of what happened during that game), you get to Psychonauts headquarters, only to find out that you are not, in fact, a “real” Psychonaut, but actually an intern. But trouble is afoot (or is that abrain?) at HQ, and as things go on, you uncover a bunch of new secrets that tie back into the first game, as well as expand the universe of the series.
<br/>
<br/>Psychonauts 2 is a 3D platformer which alternates between real world segments, in a hub world, and going into people’s minds and exploring their mindscapes. These levels are where the real meat of the game is, and are both varied and creative… sometimes.
<br/>
<br/>See, the problem is, this game varies between “this is a really cool premise for a level” and “this is just a trip through memory lane… again”. This is a problem, because some of the levels are, frankly, only okay. For every level where you go into a quirky cooking show or fight your way through a hospital that is also a casino, there’s a level where you walk through a bunch of quilts and see memories, or walk through a long hallway that consists of a bunch of memories and the locations they took place in.
<br/>
<br/>This is particularly odd as some of them are of very significant people and events. The first game’s levels were not always the best, but they often had very memorable premises; however, many of the levels in this game are pretty forgettable, even if the game is a bit improved mechanically.
<br/>
<br/>The humor of the story as well feels weaker. The first game was very Saturday morning cartoon and was very silly, and while this game is also silly, it deals with much darker subjects – like fictional Eastern European dictatorships – that the game ends up dwelling on for a very, very long time. The first game had some darker subject matter, but mostly was lighter and more quirky; this game spent too long in the darkness, I think, and suffered for it.
<br/>
<br/>It’s not that there’s anything wrong with more serious games – I’ve liked a number of them over the years, after all!
<br/>
<br/>The problem lies in the fact that the game is fundamentally relying on a bunch of rather silly character designs and a rather silly world, so throwing in too much serious stuff feels like the game is at odds with itself, as you have a bunch of silly-looking characters talking about something that was essentially genocide in a game that isn’t really sure if it is for kids or not.
<br/>
<br/>All that being said, I thought that it was an interesting experience overall. I did guess the major plot twist very early on in the game, but a number of the levels were interesting, even if some of the others failed to really deliver as interesting of backdrops. The overall platforming was okay, though not amazing – the game is easier than the first game, and more consistent in its difficulty, with nothing like the first game’s Meat Circus floating around to cause you trouble. You have infinite lives and an enormous amount of health if you bother buying the upgrades and searching around a bit, and as a result, the game itself is actually very easy overall. There are some pits you can fall into, but I rarely fell in for any reason other than trying to make jumps I wasn’t supposed to be making.
<br/>
<br/>The powers you get in this game are decent, but the limit of having only four equipped at once is annoying; you basically always need to have the levitation power equipped due to the float it gives you, and once you get the time power, it is so good that you’d be a fool NOT to have it equipped. That leaves you with only a couple power slots to play with for most of the game, and as a result, some powers ended up getting used far more than others, though all of them were useful at least sometimes.
<br/>
<br/>The platforming was decent, which is an accomplishment for a 3D platformer, but it never really rose to the level of something like Super Mario Odyssey. Still, it is okay, and better than games like A Hat in Time or Yooka Laylee.
<br/>
<br/>Overall, this is a decent but not amazing sequel to an older game that had its flaws but also its positive quirks. I liked it well enough, but it’s not the “must play” game that I think it seemed like it might have been at one point. Still, if you did like the first game, this is good enough that it is worth getting; if you haven’t played the first game, and you like 3D platformers, this might be worth a look.</span>",0,0
178,Psychonauts 2,"Dec 30, 2021",10,"<span>This game is an absolute masterpiece. Full of charm and creativity, something I've been missing for such a long time. Well done, Double Fine!</span>",0,0
